label,text_original,text_processed
ham,PICK UR FONE UP NOW U DUMB?,pick ur fone dumb
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",thank da thangam feel happi dear also miss da
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",okey doke im home dress co lay around ill speak later bout time stuff
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,dont run away frm walk slowli amp kill dont care enough stop
ham,"Babe, I'm back ... Come back to me ...",babe im back come back
ham,Well you told others you'd marry them...,well told other youd marri
ham,Neshanth..tel me who r u?,neshanthtel
ham,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup
ham,Oh... Kay... On sat right?,oh kay sat right
ham,Hi! This is Roger from CL. How are you?,hi roger cl
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe want dont babi im nasti thing filthyguy fanci rude time sexi bitch go slo hard txt xxx slo4msg
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh wast den muz chiong sat sun liao
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,jesu christ bitch im tri give drug answer fuck phone
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,pleas give pick tuesday even ok
ham,I'm meeting Darren...,im meet darren
ham,One of best dialogue in cute reltnship..!! \Wen i Die,one best dialogu cute reltnship wen die
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solv case man found murder ltdecimalgt ltgt afternoon 1hi wife call polic 2polic question everyon 3wife siri sleep murder took place 4cook cook 5garden pick veget 6housemaid went post offic 7children went play 8neighbour went marriag polic arrest murder immedi who repli reason brilliant
ham,Dear where you will be when i reach there,dear reach
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww that first time said miss without ask miss first love
ham,Ok... Thanx... Gd nite 2 Ì_ too...,ok thanx gd nite
ham,"Come to me right now, Ahmad",come right ahmad
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,dont know dont know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,lol pleas actual send pic right wan na see pose comb hair dryer someth
ham,O was not into fps then.,fp
ham,Huh means computational science... Y they like dat one push here n there...,huh mean comput scienc like dat one push
ham,"Could you not read me, my Love ? I answered you",could read love answer
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,oh lk tt den take one tt end cine lor dun wan yogasana oso
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",madamregret disturbancemight receiv refer check dlf premaricakindli informedrgdsrakheshkerala
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,sm servic inclus text credit pl gotto wwwcomuknet login 3qxj9 unsubscrib stop extra charg help 08702840625 comuk220cm2 9ae
ham,Oic... Then better quickly go bathe n settle down...,oic better quickli go bath settl
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,err cud im go 8pm havent got way contact
ham,A bloo bloo bloo I'll miss the first bowl,bloo bloo bloo ill miss first bowl
ham,Lmao but its so fun...,lmao fun
ham,Oh k k:)but he is not a big hitter.anyway good,oh kbut big hitteranyway good
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,hey almost forgot happi bday babe love ya
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentin day special win 1000 quiz take partner trip lifetim send go 83600 150pmsg rcvd custcare08718720201
ham,Do you think i can move  &lt;#&gt;  in a week,think move ltgt week
ham,She.s find. I sent you an offline message to know how anjola's now.,she find sent offlin messag know anjola
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,guess ithi first time creat web page wwwasjesuscom read wrote im wait opinion want friend 11
ham,How was txting and driving,txting drive
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,that good let thank god pleas complet drug lot water beauti day
ham,Really dun bluff me leh... U sleep early too. Nite...,realli dun bluff leh sleep earli nite
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",indian poor india poor countri say one swiss bank director say ltgt lac crore indian money deposit swiss bank use taxless budget ltgt yr give ltgt crore job indian villag delhi lane road forev free power supli ltgt social project everi citizen get monthli ltgt ltgt yr need world bank amp imf loan think money block rich politician full right corrupt politician itna forward karo ki pura india padhegm
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,uncl boy need movi oh guid plu know torrent particularli legal system slow gr8 day plu start co dont meet onlin honey moon
ham,Oh ya ya. I remember da. .,oh ya ya rememb da
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw regard realli tri see anyon els 4th guy commit random dude
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",ur chanc win 250 cash everi wk txt play 83370 tsc wwwmusictrivianet custcar 08715705022 1x150pwk
ham,I not busy juz dun wan 2 go so early.. Hee.. ,busi juz dun wan go earli hee
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,rightio 1148 well arent bright earli morn
ham,"Great. I'm in church now, will holla when i get out",great im church holla get
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back brum thank put us keep us happi see soon
ham,I donno if they are scorable,donno scorabl
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ltgt great loxahatche xma tree burn updat total see star
ham,"Yes but i dont care! I need you bad, princess!",ye dont care need bad princess
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",guy kadeem hasnt sell sinc break know one guy he paranoid fuck doesnt like sell without cant til late tonight
ham,"Sorry, I'll call later",sorri ill call later
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,tmr brin lar aiya later come lar mayb neva set properli got da help sheet wif
ham,Do u knw dis no. &lt;#&gt; ?,knw di ltgt
ham,Then she dun believe wat?,dun believ wat
ham,K..give back my thanks.,kgive back thank
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,know complain num onlybettr directli go bsnl offc nd appli
ham,Okay. I've seen it. So i should pick it on friday?,okay ive seen pick friday
ham,How much she payed. Suganya.,much pay suganya
ham,Left dessert. U wan me 2 go suntec look 4 u?,left dessert wan go suntec look
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit start use get sponsor next event
ham,Onum ela pa. Normal than.,onum ela pa normal
ham,K.k..how is your sister kids?,kkhow sister kid
ham,"Cool, I'll text you when I'm on the way",cool ill text im way
ham,Nope. Meanwhile she talk say make i greet you.,nope meanwhil talk say make greet
ham,i cant talk to you now.i will call when i can.dont keep calling.,cant talk nowi call candont keep call
ham,Anything lar...,anyth lar
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rose need water season need chang poet need imaginationmi phone need ur sm need ur love frndship forev
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe goe day job prospect yet miss love sigh
ham,They will pick up and drop in car.so no problem..,pick drop carso problem
ham,S.i think he is waste for rr..,si think wast rr
ham,He is world famamus....,world famamu
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,come friday leav pongaldo get news work place
ham,Lol well don't do it without me. We could have a big sale together.,lol well dont without could big sale togeth
ham,* Am on my way,way
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat old airport road 630 oredi got lot pple
ham,"sry can't talk on phone, with parents",sri cant talk phone parent
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",final chanc claim ur 150 worth discount voucher today text ye 85023 savamob member offer mobil cs savamob pobox84 m263uz 300 sub 16
ham,Ok lor wat time Ì_ finish?,ok lor wat time finish
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess like make love ltgt time per night hope that problem
ham,Mm i am on the way to railway,mm way railway
ham,i dnt wnt to tlk wid u,dnt wnt tlk wid
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",im done im sorri hope next space give everyth want rememb furnitur im around move lock lock leav key jenn
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,yet id like keep touch easiest way barcelona way ru hous
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok ur mob halloween collect nokia logop messag plu free eeri tone txt card spook 8007
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call 09066612661 landlin complementari tenerif holiday 10000 cash await collect sae tc po box wa14 2px 150ppm 18 sender hol offer
ham,K.:)do it at evening da:)urgent:),kdo even daurgent
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansi youv live jungl two year drive worri
ham,Mm have some kanji dont eat anything heavy ok,mm kanji dont eat anyth heavi ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,promis get soon youll text morn let know made ok
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,lol that differ dont go tri find everi real life photo ever took
ham,I dont thnk its a wrong calling between us,dont thnk wrong call us
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ill drinkpa need sr model pl send mail id pa
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah rain like quit big leh drizzl least run home
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,doc appoint next week im tire shove stuff ugh couldnt normal bodi
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun sad dun thk abt alreadi concentr ur paper
ham,"Greetings me, ! Consider yourself excused.",greet consid excus
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,drama plsi enough famili struggl hot sun strang placeno reason ego go invit actual necess gowait seriou reppurcuss
ham,they released another Italian one today and it has a cosign option,releas anoth italian one today cosign option
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",mu tri figur much money everyon ga alcohol jay tri figur weed budget
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner valu network custom hvae select receiv 900 reward collect call 09061701444 valid 24 hour acl03530150pm
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,hcl chennai requir fresher voic processexcel english neededsalari upto ltgt call mssuman ltgt telephon interview via indyarockscom
ham,Dai what this da.. Can i send my resume to this id.,dai da send resum id
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",know ltgt ill around
ham,Yup i've finished c Ì_ there...,yup ive finish
ham,Remember to ask alex about his pizza,rememb ask alex pizza
ham,No da..today also i forgot..,datoday also forgot
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ola would get back mayb today told direct link us get car bid onlin arrang ship get cut partnership invest money ship take care restuwud self reliant soon dnt worri
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason im around time smoke ga afford around someon tell appar happen somebodi want light
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy made home constant thought love hope nice visit cant wait till come home kiss
ham,Congrats kano..whr s the treat maga?,congrat kanowhr treat maga
ham,Who u talking about?,talk
ham,Yup...,yup
ham,Ok...,ok
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",wake alreadi wat pick us later rite im take sq825 reach ard smth like dat check arriv time ya soon
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,yunni im walk citylink faster come hungri
ham,Er yep sure. Props?,er yep sure prop
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya pay money account thank got pleasant surpris check balanc dont get statement acc
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,nokia 6230 plu free digit camera get win free auction take part send nokia 83383 pobox11414tcrw1 16
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send ltdecimalgt ok
ham,Bognor it is! Should be splendid at this time of year.,bognor splendid time year
ham,Yes.i'm in office da:),yesim offic da
ham,"Sorry, I'll call later",sorri ill call later
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy father john john name joy father mandan
ham,Ok. I only ask abt e movie. U wan ktv oso?,ok ask abt movi wan ktv oso
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplac number send text old number wonder ive heard year best mcat got number atlanta friend
ham,"Sorry, I'll call later",sorri ill call later
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,dunno lei might eatin wif fren wan eat wait lar
ham,"Sorry, I'll call later",sorri ill call later
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entri 250 weekli comp send word win 80086 18 tc wwwtxttowincouk
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowli godi love amp need youclean heart bloodsend ten special peopl amp miracl tomorrow itplspl
ham,Do u noe how 2 send files between 2 computers?,noe send file comput
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm love wake word morn miss love hope day goe well happi wait us togeth
ham,jay says he'll put in  &lt;#&gt;,jay say hell put ltgt
ham,Can you just come in for a sec? There's somebody here I want you to see,come sec there somebodi want see
ham,So the sun is anti sleep medicine.,sun anti sleep medicin
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,what happen gotten job begun registr perman resid
ham,Yup ok...,yup ok
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad went well come 11 well plenti time clair goe work
ham,Ok enjoy . R u there in home.,ok enjoy home
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",pl pl send mail know rel come deliv know cost risk benefit anyth els thank
ham,You do what all you like,like
ham,That's y we haf to combine n c how lor...,that haf combin lor
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,monthli amount terribl pay anyth till 6month finish school
ham,Hmmm:)how many players selected?,hmmmhow mani player select
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",said gon na snow start around pm tonit predict inch accumul
ham,I dont. Can you send it to me. Plus how's mode.,dont send plu how mode
ham,Aiyo please Ì_ got time meh.,aiyo pleas got time meh
ham,Package all your programs well,packag program well
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belong famili hope tomorrow pray herwho fate shoranur train incid let hold hand togeth amp fuell love amp concern prior grief amp pain pl join di chain amp pass stop violenc women
ham,So are you guys asking that i get that slippers again or its gone with last year,guy ask get slipper gone last year
ham,Company is very good.environment is terrific and food is really nice:),compani goodenviron terrif food realli nice
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",text82228 get rington logo game wwwtxt82228com question infotxt82228couk
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestli ive made love cup tea promptli drop key burnt finger get
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,yup studi surf lor im lazi mode today
ham,Please sen :)my kind advice :-)please come here and try:-),pleas sen kind advic pleas come tri
ham,I'm done. C Ì_ there.,im done
ham,"Oh fine, I'll be by tonight",oh fine ill tonight
ham,ÌÏ give me some time to walk there.,give time walk
ham,I'll reach in ard 20 mins ok...,ill reach ard 20 min ok
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",freemsg award free mini digit camera repli snap collect prize quizclub opt stop 80122300pwk sprwm ph08704050406
ham,Fuck babe ... What happened to you ? How come you never came back?,fuck babe happen come never came back
spam,This message is brought to you by GMW Ltd. and is not connected to the,messag brought gmw ltd connect
ham,"Some friends want me to drive em someplace, probably take a while",friend want drive em someplac probabl take
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,also thk fast xy suggest one dun wan ok go rain leh got gd
ham,Are you still getting the goods.,still get good
ham,And maybe some pressies,mayb pressi
ham,"Yeah I am, so I'll leave maybe 7ish?",yeah ill leav mayb 7ish
ham,K..k..i'm also fine:)when will you complete the course?,kkim also finewhen complet cours
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lay rock rock envelop envelop paper paper word
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,told dr appt next week think im gon na die told check noth worri didnt listen
ham,You in your room? I need a few,room need
ham,I dont want to hear anything,dont want hear anyth
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey leav friday wait ask superior tell
ham,Ultimately tor motive tui achieve korli.,ultim tor motiv tui achiev korli
ham,From 5 to 2 only my work timing.,work time
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,dont worri well finish march ish
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",hous water dock boat roll newscast dabbl jazz flute behind wheel
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrat mobil 3g videophon call 09063458130 videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,next amaz xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video
ham,Now thats going to ruin your thesis!,that go ruin thesi
ham,In sch but neva mind u eat 1st lor..,sch neva mind eat 1st lor
ham,Hey whats up? U sleeping all morning?,hey what sleep morn
ham,Erm. I thought the contract ran out the4th of october.,erm thought contract ran the4th octob
ham,I dunno until when... Lets go learn pilates...,dunno let go learn pilat
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,subscrib best mobil content servic uk per ten day send stop 83435 helplin 08706091795
ham,Yup i'm elaborating on the safety aspects and some other issues..,yup im elabor safeti aspect issu
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",free tarot text find love life tri free text chanc 85555 16 free msg 150
ham,"Goodmorning, today i am late for 1hr.",goodmorn today late 1hr
ham,Hi happy birthday. Hi hi hi hi hi hi hi,hi happi birthday hi hi hi hi hi hi hi
ham,I will be outside office take all from there,outsid offic take
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,dont respond imma assum your still asleep imma start call shit
ham,"Aight, see you in a bit",aight see bit
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),superior tell friday leav depart except oursso leav youani way call wahe fathima hr conform
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join uk horniest dog servic sex 2nite sign follow instruct txt entri 69888 nytec2a3lpmsg150p
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol take member said aunt flow didnt visit month caus develop ovarian cyst bc way shrink
ham,Still work going on:)it is very small house.,still work go onit small hous
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend got say he up order gram he got ltgt get
ham,Tmr timin still da same wat cos i got lesson until 6...,tmr timin still da wat co got lesson
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",that thing ape fight death keep someth minut let go that
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshin quiz wkli win top soni dvd player know countri liverpool play mid week txt ansr 82277 150 sptyron
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,im gon na abl late notic ill home week anyway plan
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm hp toshiba got lot model say
ham,Okie... Thanx...,oki thanx
ham,"Gosh that , what a pain. Spose I better come then.",gosh pain spose better come
ham,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happi amp well
ham,Okie,oki
ham,So when you gonna get rimac access ,gon na get rimac access
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",im arestaur eat squid 1030 wan na dosometh late
ham,You call times job today ok umma and ask them to speed up,call time job today ok umma ask speed
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",hello ucal wen finish wrki fanci meetin wiv tonit need break dabook hr last nite2 today wrk
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,sam eachoth meet go hous
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah lol luckili didnt star role like
ham,Hello madam how are you ?,hello madam
ham,"Awesome, text me when you're restocked",awesom text your restock
ham,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happi amp well
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,knock knock txt whose 80082 enter weekli draw 250 gift voucher store yr choic tc wwwtklscom age16 stoptxtstop150week
ham,Yes. It's all innocent fun. O:-),ye innoc fun
ham,Thanks for sending this mental ability question..,thank send mental abil question
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day go smoothli realli hope wont bother bill cant settl month extra cash know challeng time also let know
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,2marrow wed ltgt aha
ham,I went to ur hon lab but no one is there.,went ur hon lab one
ham,I cant pick the phone right now. Pls send a message,cant pick phone right pl send messag
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple700 900 nightsexcel locat wif breakfast hamper
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forward 21870000hi mailbox messag sm alert 40 match pleas call back 09056242159 retriev messag match cc100pmin
ham,How come?,come
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,lol nah wasnt bad thank good home quit realiti check how ur day anyth websit
ham,Ok lor...,ok lor
ham,I'm coming home 4 dinner.,im come home dinner
ham,S da..al r above  &lt;#&gt;,daal ltgt
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",free ring tone text poli 87131 everi week get new tone 0870737910216yr 150wk
ham,Unni thank you dear for the recharge..Rakhesh,unni thank dear rechargerakhesh
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,know im lack particular dramastorm detail part im worri
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,haha cant tmr forfeit haha
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",hey glad better hear treat urself digi cam good 9pm fab new year coupla wk
ham,No way I'm going back there!,way im go back
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobil 077xxx 2000 bonu caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm
ham,I WILL CAL YOU SIR. In meeting,cal sir meet
ham,"That's what I love to hear :V see you sundayish, then",that love hear see sundayish
ham,"Sorry da thangam, very very sorry i am held up with prasad.",sorri da thangam sorri held prasad
ham,Tiwary to rcb.battle between bang and kochi.,tiwari rcbbattl bang kochi
ham,Thank god they are in bed!,thank god bed
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,dont cancer mom make big deal regular checkup aka pap smear
ham,Am in gobi arts college,gobi art colleg
ham,Why she wants to talk to me,want talk
ham,Pandy joined 4w technologies today.he got job..,pandi join 4w technolog todayh got job
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",guarante latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,"They can try! They can get lost, in fact. Tee hee",tri get lost fact tee hee
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi spoke maneesha wed like know satisfi experi repli toll free ye
ham,My friends use to call the same.,friend use call
